step,timestamp,amount,customer_id,merchant_id,transaction_type,payment_method,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,amount_deducted,amount_credited,is_fraud,type_PAYMENT,type_TRANSFER,type_CASH_OUT,type_DEBIT,type_CASH_IN
424,2025-03-18T16:00:00,169752.0,11355,3119,PAYMENT,CARD,99823.64150137802,13981.29940096593,65959.04374342815,222146.04257194418,85842.34210041209,156186.99882851605,0,1.0,0.0,0.0,0.0,0.0
19,2025-03-01T19:00:00,130820.0,87495,2729,TRANSFER,UPI,23485.956030032557,0.0,56643.38491291622,83333.33838677758,23485.956030032557,26689.953473861366,0,0.0,1.0,0.0,0.0,0.0
18,2025-03-01T18:00:00,135222.0,60528,4134,TRANSFER,UPI,795565.1928147196,725371.4614515384,276156.32932362915,393778.99618697085,70193.73136318126,117622.6668633417,0,0.0,1.0,0.0,0.0,0.0
590,2025-03-25T14:00:00,256010.0,19533,6585,PAYMENT,CARD,254092.38158329006,170807.50845065556,38263.89959740467,219525.26409973222,83284.8731326345,181261.36450232755,0,1.0,0.0,0.0,0.0,0.0
371,2025-03-16T11:00:00,555293.0,18577,2256,CASH_OUT,WALLET,82199.73289296127,0.0,1898937.7288818955,2219884.3422258096,82199.73289296127,320946.61334391404,1,0.0,0.0,1.0,0.0,0.0
175,2025-03-08T07:00:00,19137.0,31471,2871,PAYMENT,CARD,1308697.6439028054,1296606.0355791883,673189.1878065052,688672.5098249963,12091.60832361714,15483.322018491104,0,1.0,0.0,0.0,0.0,0.0
194,2025-03-09T02:00:00,3939.0,71745,7574,PAYMENT,NETBANKING,689104.5397840369,688928.2101127128,1665479.5185043106,1665915.426283017,176.32967132411432,435.9077787064016,0,1.0,0.0,0.0,0.0,0.0
502,2025-03-21T22:00:00,327675.0,70523,2918,DEBIT,CARD,1590994.104770457,1398063.6373761885,2811716.7666052105,2898092.0067903297,192930.46739426837,86375.24018511921,0,0.0,0.0,0.0,1.0,0.0
113,2025-03-05T17:00:00,22896.0,79890,4051,CASH_OUT,WALLET,1090478.1794559879,1073887.9503718307,5100760.221422995,5103760.762226705,16590.229084157152,3000.5408037099987,0,0.0,0.0,1.0,0.0,0.0
114,2025-03-05T18:00:00,863950.0,32412,1954,TRANSFER,NETBANKING,1308611.1360639122,1000763.0348158248,2767227.272191828,3541301.046310979,307848.10124808736,774073.7741191508,0,0.0,1.0,0.0,0.0,0.0
222,2025-03-10T06:00:00,193174.0,89439,4517,DEBIT,CARD,367245.73453561345,325258.02511243825,1260743.5186404062,1279828.657766847,41987.7094231752,19085.139126440743,0,0.0,0.0,0.0,1.0,0.0
678,2025-03-29T06:00:00,210460.0,63833,9416,DEBIT,CARD,305541.71150194755,260632.3018502851,583359.8510308715,789600.2167442872,44909.409651662456,206240.36571341567,0,0.0,0.0,0.0,1.0,0.0
644,2025-03-27T20:00:00,44352.0,91069,2436,PAYMENT,UPI,918480.3575939828,914850.6052888447,911265.477296132,916139.3724504263,3629.7523051381577,4873.895154294325,0,1.0,0.0,0.0,0.0,0.0
264,2025-03-12T00:00:00,54970.0,44635,1815,PAYMENT,UPI,223246.23208330496,218314.3611065287,1695520.8182750414,1731901.0460104414,4931.870976776263,36380.22773539997,0,1.0,0.0,0.0,0.0,0.0
55,2025-03-03T07:00:00,215380.0,50916,5587,PAYMENT,CARD,1689629.5908766785,1653728.3578249272,2278424.3790008933,2420681.5871959236,35901.233051751275,142257.20819503022,0,1.0,0.0,0.0,0.0,0.0
643,2025-03-27T19:00:00,480983.0,48280,1193,DEBIT,CARD,740071.4414560163,730849.6000648673,3134269.743790498,3582183.3240492153,9221.841391148977,447913.5802587173,0,0.0,0.0,0.0,1.0,0.0
458,2025-03-20T02:00:00,807864.0,54767,1693,CASH_OUT,WALLET,257463.20634985305,42381.20508573545,1311579.1698584028,1572626.2916743075,215082.0012641176,261047.12181590474,1,0.0,0.0,1.0,0.0,0.0
162,2025-03-07T18:00:00,44137.0,51121,5208,PAYMENT,CARD,981277.973218004,967754.3156804867,776427.8144268511,791081.8240960019,13523.657537517254,14654.009669150808,0,1.0,0.0,0.0,0.0,0.0
380,2025-03-16T20:00:00,28802.0,76083,7138,TRANSFER,NETBANKING,2901072.033707939,2872407.6711687758,3453703.3000418316,3478078.239850799,28664.362539163325,24374.939808967523,0,0.0,1.0,0.0,0.0,0.0
87,2025-03-04T15:00:00,11611.0,82941,6597,CASH_OUT,WALLET,85661.0816932745,74146.59537134922,3185077.521244051,3196439.7619868894,11514.486321925273,11362.240742838476,0,0.0,0.0,1.0,0.0,0.0
55,2025-03-03T07:00:00,405441.0,18806,9072,PAYMENT,CARD,115798.3646471382,39961.09313666371,649231.4248216022,661450.9214090586,75837.27151047449,12219.496587456437,0,1.0,0.0,0.0,0.0,0.0
476,2025-03-20T20:00:00,69831.0,39865,5680,CASH_OUT,WALLET,1856868.693110838,1841992.4444787716,1045996.2823594862,1090361.0982533551,14876.248632066417,44364.815893868916,0,0.0,0.0,1.0,0.0,0.0
178,2025-03-08T10:00:00,363.0,20300,5452,PAYMENT,NETBANKING,116077.48731891153,115898.9253063981,1656881.510065067,1656969.9512581574,178.5620125134301,88.4411930902861,0,1.0,0.0,0.0,0.0,0.0
391,2025-03-17T07:00:00,50674.0,88847,4310,PAYMENT,CARD,40171.54918172573,32632.051853901005,567535.5029505466,604424.2639374778,7539.4973278247235,36888.76098693127,0,1.0,0.0,0.0,0.0,0.0
349,2025-03-15T13:00:00,83237.0,62022,1664,PAYMENT,CARD,427604.25193547783,385649.5237186144,1768302.507641349,1832621.3198105425,41954.72821686341,64318.81216919352,0,1.0,0.0,0.0,0.0,0.0
8,2025-03-01T08:00:00,941799.0,35178,5823,CASH_IN,CARD,628682.1963541434,252537.37175842928,118170.51726357704,836316.3242648819,376144.82459571416,718145.8070013048,0,0.0,0.0,0.0,0.0,1.0
313,2025-03-14T01:00:00,148275.0,23225,2447,DEBIT,CARD,842678.8965221888,794545.437351769,656143.7716033661,720719.1912725372,48133.45917041984,64575.4196691711,0,0.0,0.0,0.0,1.0,0.0
443,2025-03-19T11:00:00,45811.0,89683,4038,DEBIT,CARD,707855.2814523226,670170.915972356,658963.166632507,666192.2059452594,37684.365479966626,7229.039312752429,0,0.0,0.0,0.0,1.0,0.0
328,2025-03-14T16:00:00,81539.0,79131,2476,DEBIT,CARD,2443970.823568286,2376446.934428552,1154094.5217939822,1201775.6450371007,67523.88913973374,47681.1232431184,0,0.0,0.0,0.0,1.0,0.0
54,2025-03-03T06:00:00,80187.0,52331,4470,PAYMENT,CARD,1463901.8048210226,1384685.9121319985,123765.53159998119,187036.1275653825,79215.8926890241,63270.59596540133,0,1.0,0.0,0.0,0.0,0.0
239,2025-03-10T23:00:00,3985.0,41716,5138,DEBIT,CARD,4123377.3151056,4122488.3089709845,108934.04138004525,112569.13845152389,889.0061346152797,3635.097071478638,0,0.0,0.0,0.0,1.0,0.0
229,2025-03-10T13:00:00,29047.0,79817,9549,PAYMENT,UPI,647133.1008646738,621331.3044051394,2308550.9776020274,2321698.937274844,25801.79645953444,13147.959672816563,0,1.0,0.0,0.0,0.0,0.0
579,2025-03-25T03:00:00,237618.0,65092,6324,CASH_OUT,WALLET,88098.81513351263,0.0,362034.22850284254,420411.12501746544,88098.81513351263,58376.8965146229,0,0.0,0.0,1.0,0.0,0.0
51,2025-03-03T03:00:00,25624.0,96364,2261,TRANSFER,UPI,3112954.9324654336,3097799.3759969734,395894.6191502097,398939.3262014673,15155.556468460243,3044.707051257603,0,0.0,1.0,0.0,0.0,0.0
609,2025-03-26T09:00:00,52464.0,30405,8496,PAYMENT,CARD,4121.64390564212,0.0,1499962.83334192,1541808.1778599347,4121.64390564212,41845.344518014695,0,1.0,0.0,0.0,0.0,0.0
604,2025-03-26T04:00:00,86384.0,57201,5675,PAYMENT,CARD,1496537.9522266078,1415109.733512263,535987.9500118148,582229.0777742976,81428.21871434478,46241.127762482734,0,1.0,0.0,0.0,0.0,0.0
264,2025-03-12T00:00:00,283545.0,77345,3522,TRANSFER,UPI,31781.762883585932,0.0,1789305.0084763044,1980466.5369786068,31781.762883585932,191161.52850230248,0,0.0,1.0,0.0,0.0,0.0
418,2025-03-18T10:00:00,174647.0,83072,6805,CASH_OUT,WALLET,1432188.3240687726,1371438.686858599,513276.510008862,541087.3682608157,60749.63721017353,27810.85825195373,0,0.0,0.0,1.0,0.0,0.0
96,2025-03-05T00:00:00,233592.0,97843,2568,TRANSFER,UPI,2779636.537414517,2665254.012371871,1429618.5092828914,1431155.268351561,114382.52504264563,1536.7590686695185,0,0.0,1.0,0.0,0.0,0.0
88,2025-03-04T16:00:00,167409.0,24852,8005,CASH_OUT,WALLET,493084.42912730813,390118.87679987366,745093.2307877532,907075.1000143308,102965.55232743447,161981.86922657758,0,0.0,0.0,1.0,0.0,0.0
78,2025-03-04T06:00:00,230145.0,31485,4179,PAYMENT,CARD,275707.19333031576,84999.83155786048,2746190.2692391057,2932812.132181672,190707.36177245528,186621.86294256616,0,1.0,0.0,0.0,0.0,0.0
288,2025-03-13T00:00:00,569.0,67247,1335,CASH_OUT,WALLET,256544.1326066371,256169.76036227727,396588.08516074216,396815.7001877415,374.3722443598381,227.61502699932316,0,0.0,0.0,1.0,0.0,0.0
120,2025-03-06T00:00:00,534435.0,70656,2951,CASH_OUT,WALLET,676718.1672116391,481410.1701871893,450500.0192611958,694815.7957089711,195307.9970244498,244315.7764477753,0,0.0,0.0,1.0,0.0,0.0
491,2025-03-21T11:00:00,23514.0,71240,1760,PAYMENT,CARD,187398.86745681404,177572.82652352809,3506108.5397634865,3527954.5826383843,9826.040933285956,21846.04287489783,0,1.0,0.0,0.0,0.0,0.0
452,2025-03-19T20:00:00,104259.0,35094,8939,PAYMENT,CARD,1117561.5899692178,1112303.005592305,1337599.8128222525,1359249.223755692,5258.584376912797,21649.410933439387,0,1.0,0.0,0.0,0.0,0.0
500,2025-03-21T20:00:00,294840.0,48941,1919,DEBIT,CARD,459423.56798310205,186912.43201181688,1480901.078359102,1717607.0879848583,272511.13597128517,236706.00962575641,0,0.0,0.0,0.0,1.0,0.0
165,2025-03-07T21:00:00,114268.0,25050,4686,CASH_OUT,WALLET,390245.75091242266,380176.5674972881,350943.8963056727,352992.6676193707,10069.183415134554,2048.771313697973,0,0.0,0.0,1.0,0.0,0.0
182,2025-03-08T14:00:00,586899.0,20000,8425,TRANSFER,UPI,618569.6745593433,278208.87343678775,759381.8535669799,1273336.8121889862,340360.8011225555,513954.95862200635,0,0.0,1.0,0.0,0.0,0.0
469,2025-03-20T13:00:00,126068.0,85630,4957,PAYMENT,CARD,782169.6747228932,672282.2653588774,376208.757565429,450498.6136833854,109887.4093640158,74289.8561179564,1,1.0,0.0,0.0,0.0,0.0
735,2025-03-31T15:00:00,415791.0,43617,1006,PAYMENT,CARD,153069.9033785148,0.0,300927.92855858005,499500.5458731111,153069.9033785148,198572.61731453106,0,1.0,0.0,0.0,0.0,0.0
7,2025-03-01T07:00:00,333020.0,60700,3499,PAYMENT,UPI,1230191.4069529625,963733.6171019257,766236.6910266597,1001501.2350054495,266457.78985103685,235264.54397878982,0,1.0,0.0,0.0,0.0,0.0
330,2025-03-14T18:00:00,792519.0,99116,9874,PAYMENT,CARD,2145129.3088064534,1508089.7931891764,4403097.004006038,4456711.810917416,637039.515617277,53614.806911377236,0,1.0,0.0,0.0,0.0,0.0
673,2025-03-29T01:00:00,522224.0,74990,9674,PAYMENT,UPI,325712.0186484937,294458.9809938295,241590.97251543813,343708.71985454176,31253.037654664193,102117.74733910363,1,1.0,0.0,0.0,0.0,0.0
151,2025-03-07T07:00:00,456799.0,10907,7693,PAYMENT,UPI,198927.76193411107,10660.920164043142,277757.95855948795,463668.3370950312,188266.84177006793,185910.37853554328,0,1.0,0.0,0.0,0.0,0.0
85,2025-03-04T13:00:00,263059.0,21809,3423,PAYMENT,CARD,1429224.508396208,1247444.034893801,278562.43417793897,441097.6927623907,181780.47350240708,162535.25858445175,0,1.0,0.0,0.0,0.0,0.0
147,2025-03-07T03:00:00,91456.0,71472,6012,CASH_OUT,WALLET,202779.46863131566,164152.7061059119,1568786.7882551427,1582006.5966858005,38626.762525403756,13219.808430657722,0,0.0,0.0,1.0,0.0,0.0
624,2025-03-27T00:00:00,22438.0,29965,6897,PAYMENT,CARD,42130.308701551636,29897.845986903245,714334.1703177269,722849.2185702235,12232.46271464839,8515.048252496636,0,1.0,0.0,0.0,0.0,0.0
381,2025-03-16T21:00:00,233364.0,62136,8530,TRANSFER,UPI,965594.4814107711,826869.4069601472,485755.28858834994,546638.2817189603,138725.07445062394,60882.993130610324,0,0.0,1.0,0.0,0.0,0.0
548,2025-03-23T20:00:00,769379.0,59678,5547,PAYMENT,NETBANKING,274109.81537325826,157757.10873315163,1856552.9628183634,2353240.476999368,116352.70664010663,496687.5141810046,0,1.0,0.0,0.0,0.0,0.0
285,2025-03-12T21:00:00,259367.0,53660,9017,TRANSFER,UPI,188513.17608362678,81658.84658850104,353096.55168585584,591527.0453134156,106854.32949512574,238430.49362755974,0,0.0,1.0,0.0,0.0,0.0
700,2025-03-30T04:00:00,528254.0,83916,4321,PAYMENT,UPI,3995553.631692892,3980517.8209856614,497938.84722955717,585617.9883220677,15035.810707230587,87679.14109251049,1,1.0,0.0,0.0,0.0,0.0
82,2025-03-04T10:00:00,326239.0,68812,9759,PAYMENT,UPI,345120.5020568063,296306.63830124034,76471.36508392083,138215.73141774823,48813.86375556595,61744.366333827405,0,1.0,0.0,0.0,0.0,0.0
514,2025-03-22T10:00:00,35614.0,19200,3620,CASH_IN,UPI,2337624.7770850826,2319381.360871992,126595.6172472655,147982.83852370648,18243.41621309053,21387.221276440978,0,0.0,0.0,0.0,0.0,1.0
709,2025-03-30T13:00:00,57324.0,34529,8403,TRANSFER,UPI,196281.05789771947,163400.8141518751,147029.01039669625,173029.0276496965,32880.243745844375,26000.01725300026,0,0.0,1.0,0.0,0.0,0.0
523,2025-03-22T19:00:00,83669.0,25640,6700,PAYMENT,CARD,1709131.9135003237,1696896.626935206,426140.23073444277,486223.32497762545,12235.28656511777,60083.094243182684,0,1.0,0.0,0.0,0.0,0.0
386,2025-03-17T02:00:00,36847.0,41238,2604,PAYMENT,CARD,697193.1003633346,669350.7971138175,742516.5594660073,753124.2701163589,27842.303249517106,10607.710650351597,0,1.0,0.0,0.0,0.0,0.0
707,2025-03-30T11:00:00,174288.0,12039,8102,TRANSFER,UPI,81855.34939202368,16848.036390764108,744.5920289362443,95700.11329844303,65007.31300125957,94955.52126950679,0,0.0,1.0,0.0,0.0,0.0
471,2025-03-20T15:00:00,741413.0,27744,9044,TRANSFER,UPI,1322776.2115477654,640194.3858658547,210637.46875751048,497436.8876197145,682581.8256819107,286799.418862204,0,0.0,1.0,0.0,0.0,0.0
119,2025-03-05T23:00:00,286643.0,35223,2338,PAYMENT,UPI,2226303.6506475005,2115182.844651069,193160.10646822455,273782.50683454156,111120.8059964315,80622.40036631702,0,1.0,0.0,0.0,0.0,0.0
396,2025-03-17T12:00:00,110117.0,21809,4809,TRANSFER,UPI,177951.5077853356,161454.7724935065,292154.5240210365,372462.45696726075,16496.7352918291,80307.93294622423,0,0.0,1.0,0.0,0.0,0.0
532,2025-03-23T04:00:00,903.0,55335,6155,PAYMENT,UPI,1293132.8237632876,1292448.376439099,181618.91496842384,182337.60702340293,684.447324188659,718.6920549790957,0,1.0,0.0,0.0,0.0,0.0
261,2025-03-11T21:00:00,75165.0,97822,7968,TRANSFER,NETBANKING,588881.7986738886,546203.0515088664,217072.24550173385,241797.88160324446,42678.747165022185,24725.63610151061,0,0.0,1.0,0.0,0.0,0.0
256,2025-03-11T16:00:00,149630.0,98770,7148,CASH_OUT,WALLET,1401897.2688840542,1344037.1182696812,4127716.9344619205,4220932.210540966,57860.15061437292,93215.27607904561,0,0.0,0.0,1.0,0.0,0.0
734,2025-03-31T14:00:00,78387.0,86169,4160,PAYMENT,CARD,1251511.5704691643,1223609.1562991997,903202.4067942671,917201.6500727362,27902.414169964613,13999.243278469075,1,1.0,0.0,0.0,0.0,0.0
226,2025-03-10T10:00:00,23539.0,79853,4310,TRANSFER,UPI,26960.418343655012,23411.46747509041,1438401.312133904,1457019.9051269016,3548.9508685646033,18618.592992997495,0,0.0,1.0,0.0,0.0,0.0
53,2025-03-03T05:00:00,116954.0,48738,9933,PAYMENT,UPI,196892.44157649574,157030.46855583583,1711157.1604534697,1744050.5612663426,39861.973020659905,32893.40081287292,0,1.0,0.0,0.0,0.0,0.0
500,2025-03-21T20:00:00,58406.0,69301,9616,PAYMENT,CARD,636818.3473767476,635104.473478767,1101658.7165989247,1111643.49947176,1713.8738979806658,9984.782872835174,0,1.0,0.0,0.0,0.0,0.0
506,2025-03-22T02:00:00,479891.0,17131,4454,DEBIT,CARD,2711970.4539430914,2470872.2969953557,1217667.0439591762,1668746.058086895,241098.1569477357,451079.01412771875,1,0.0,0.0,0.0,1.0,0.0
364,2025-03-16T04:00:00,21462.0,15591,1184,PAYMENT,CARD,418661.99029410054,399416.50534729415,1000442.8673079617,1009510.2249457041,19245.48494680639,9067.357637742418,0,1.0,0.0,0.0,0.0,0.0
280,2025-03-12T16:00:00,10080.0,19275,3985,TRANSFER,UPI,991212.2240614588,983195.2896356083,1048033.6620266766,1054520.141153239,8016.934425850515,6486.479126562364,0,0.0,1.0,0.0,0.0,0.0
593,2025-03-25T17:00:00,1066.0,83803,4874,PAYMENT,CARD,12157.34749325298,12126.943897033289,2637353.591128595,2638216.2125699036,30.40359621969219,862.621441308409,0,1.0,0.0,0.0,0.0,0.0
714,2025-03-30T18:00:00,79520.0,35259,3022,PAYMENT,UPI,1241767.862238168,1171690.0410933183,205473.6794153625,260035.7164793795,70077.82114484976,54562.037064017,0,1.0,0.0,0.0,0.0,0.0
158,2025-03-07T14:00:00,215990.0,44920,1990,TRANSFER,UPI,923990.9595600535,826293.3197697109,321211.3290603121,443172.2541285395,97697.63979034266,121960.9250682274,0,0.0,1.0,0.0,0.0,0.0
632,2025-03-27T08:00:00,262173.0,86237,4781,TRANSFER,UPI,1256652.1346624743,1206605.546500098,97897.92884122257,195324.9442534342,50046.58816237631,97427.01541221162,0,0.0,1.0,0.0,0.0,0.0
59,2025-03-03T11:00:00,120757.0,18689,3499,CASH_OUT,WALLET,2350312.2591080773,2259453.2486321325,1815997.632326514,1926915.7186458532,90859.01047594473,110918.08631933923,0,0.0,0.0,1.0,0.0,0.0
727,2025-03-31T07:00:00,230611.0,55015,4731,TRANSFER,UPI,158408.48673999892,83950.29446012009,595576.5096424962,626372.7656196168,74458.19227987883,30796.2559771206,0,0.0,1.0,0.0,0.0,0.0
128,2025-03-06T08:00:00,89231.0,36654,6110,TRANSFER,UPI,303255.50597952126,280651.6497645967,2376280.725298714,2455153.765911916,22603.85621492454,78873.04061320191,0,0.0,1.0,0.0,0.0,0.0
736,2025-03-31T16:00:00,220407.0,77581,9416,CASH_OUT,WALLET,5468131.587537026,5432575.881453525,530476.9750238002,686932.6261542084,35555.70608350076,156455.65113040828,0,0.0,0.0,1.0,0.0,0.0
721,2025-03-31T01:00:00,8289.0,96506,9093,TRANSFER,NETBANKING,169939.28472785547,165905.67574155953,584497.5644748748,589233.9875705137,4033.6089862959343,4736.42309563898,0,0.0,1.0,0.0,0.0,0.0
115,2025-03-05T19:00:00,99106.0,64822,9965,CASH_IN,CARD,1275207.4958361632,1265951.5901168159,594853.2770126438,627037.7286623569,9255.905719347298,32184.451649713097,0,0.0,0.0,0.0,0.0,1.0
209,2025-03-09T17:00:00,312940.0,63948,2752,TRANSFER,UPI,1291260.2576425893,1045410.4850177208,948021.6037179653,993724.6618176274,245849.77262486843,45703.05809966207,0,0.0,1.0,0.0,0.0,0.0
526,2025-03-22T22:00:00,324916.0,37955,6838,PAYMENT,CARD,1148833.7773359467,995904.076583803,1452964.7187279337,1596954.6737636325,152929.70075214363,143989.95503569883,0,1.0,0.0,0.0,0.0,0.0
521,2025-03-22T17:00:00,251861.0,96541,9318,TRANSFER,UPI,258046.3661312856,145470.43881485556,432773.012124005,630171.4687394605,112575.92731643005,197398.45661545545,0,0.0,1.0,0.0,0.0,0.0
552,2025-03-24T00:00:00,45691.0,23750,3384,TRANSFER,NETBANKING,242242.35694865877,242157.6478230616,994699.5447664935,1028753.4914151925,84.70912559717544,34053.946648699,0,0.0,1.0,0.0,0.0,0.0
237,2025-03-10T21:00:00,56792.0,25091,8063,PAYMENT,CARD,1097635.9695271484,1051187.8451725047,228115.1853776722,264771.13895206206,46448.12435464375,36655.95357438986,0,1.0,0.0,0.0,0.0,0.0
281,2025-03-12T17:00:00,1108778.0,84332,9732,PAYMENT,CARD,206102.31213737582,0.0,807541.9480138826,1908003.7493173613,206102.31213737582,1100461.8013034787,0,1.0,0.0,0.0,0.0,0.0
359,2025-03-15T23:00:00,21824.0,89439,5636,TRANSFER,UPI,1083418.299379616,1073818.0413794715,790947.2371926171,812174.0184274225,9600.258000144502,21226.781234805356,0,0.0,1.0,0.0,0.0,0.0
201,2025-03-09T09:00:00,39852.0,84363,9690,DEBIT,CARD,678314.2977477701,647971.5872994165,2195668.5793637703,2211609.5736192674,30342.71044835355,15940.99425549712,0,0.0,0.0,0.0,1.0,0.0
278,2025-03-12T14:00:00,27858.0,86992,7494,PAYMENT,UPI,488785.090113668,487032.86233281903,2261877.2539466596,2267240.8756646104,1752.2277808489744,5363.621717950795,0,1.0,0.0,0.0,0.0,0.0
235,2025-03-10T19:00:00,79397.0,71531,2934,PAYMENT,CARD,357006.9267216985,327893.5985491076,667891.133166974,704718.5002759944,29113.328172590875,36827.36710902047,0,1.0,0.0,0.0,0.0,0.0
494,2025-03-21T14:00:00,47189.0,17782,2311,CASH_OUT,WALLET,2948408.580759074,2921240.27103607,24907.088011424017,64761.81363771613,27168.309723004233,39854.725626292115,0,0.0,0.0,1.0,0.0,0.0
4,2025-03-01T04:00:00,137707.0,62233,3236,PAYMENT,CARD,709466.9418766628,646042.1874445374,1861894.1033948162,1925041.4505128206,63424.754432125366,63147.34711800446,0,1.0,0.0,0.0,0.0,0.0
666,2025-03-28T18:00:00,129261.0,27279,5648,CASH_OUT,WALLET,823829.9771715227,800351.1526270058,622.6643804078967,44052.02916515037,23478.824544516858,43429.36478474247,0,0.0,0.0,1.0,0.0,0.0
442,2025-03-19T10:00:00,463551.0,38572,8102,CASH_OUT,WALLET,2980963.563554375,2842233.6391426586,650573.7009600634,994172.3042976428,138729.9244117164,343598.6033375794,0,0.0,0.0,1.0,0.0,0.0
29,2025-03-02T05:00:00,7072.0,22698,3026,TRANSFER,NETBANKING,1060961.9947965979,1058838.9764529138,19988.605375156552,24586.37715141948,2123.0183436840307,4597.771776262929,0,0.0,1.0,0.0,0.0,0.0
109,2025-03-05T13:00:00,77097.0,21231,7494,PAYMENT,CARD,3166590.0573697137,3090112.084388923,434777.4904936309,509461.174763463,76477.97298079077,74683.6842698321,0,1.0,0.0,0.0,0.0,0.0
610,2025-03-26T10:00:00,181594.0,60469,7176,PAYMENT,CARD,112459.81227194928,53224.3726793747,1012704.4069886153,1112446.7240389753,59235.439592574585,99742.31705036003,0,1.0,0.0,0.0,0.0,0.0
727,2025-03-31T07:00:00,185674.0,62657,7164,PAYMENT,UPI,1874964.7791808848,1836867.804900406,463943.4740228801,643577.9056269947,38096.9742804789,179634.4316041146,0,1.0,0.0,0.0,0.0,0.0
75,2025-03-04T03:00:00,130834.0,16309,3674,CASH_OUT,WALLET,408591.9335703349,300963.024281107,2615808.7054902003,2653873.0668459907,107628.90928922791,38064.3613557904,0,0.0,0.0,1.0,0.0,0.0
146,2025-03-07T02:00:00,338201.0,61457,2698,DEBIT,CARD,1663300.4258630343,1520859.886249559,1023774.7044850993,1316259.1003319137,142440.53961347532,292484.3958468144,1,0.0,0.0,0.0,1.0,0.0
128,2025-03-06T08:00:00,12955.0,37419,2941,CASH_OUT,WALLET,1935421.7148521107,1929671.460690031,1039713.029883486,1044259.2652089576,5750.254162079655,4546.2353254716145,0,0.0,0.0,1.0,0.0,0.0
42,2025-03-02T18:00:00,338008.0,57201,4608,TRANSFER,UPI,316751.02499172627,131222.1304176591,469103.3082073705,742780.1865416835,185528.89457406718,273676.878334313,0,0.0,1.0,0.0,0.0,0.0
356,2025-03-15T20:00:00,136542.0,62018,5189,CASH_IN,UPI,525652.6977586256,444316.1033860078,39305.98205668092,165741.98765913575,81336.59437261784,126436.00560245482,0,0.0,0.0,0.0,0.0,1.0
41,2025-03-02T17:00:00,28719.0,30526,2561,CASH_OUT,WALLET,1294679.561976965,1277719.3956887806,1340096.9781309632,1357994.4028880503,16960.166288184468,17897.424757087138,0,0.0,0.0,1.0,0.0,0.0
34,2025-03-02T10:00:00,433789.0,49453,1220,TRANSFER,NETBANKING,104311.76678385976,89346.16669889542,1259643.139590556,1575679.7197999088,14965.600084964331,316036.5802093528,0,0.0,1.0,0.0,0.0,0.0
17,2025-03-01T17:00:00,209524.0,43083,6570,PAYMENT,CARD,1408677.1342359118,1237109.9923254012,755288.6345680119,956146.658686112,171567.1419105106,200858.02411810018,0,1.0,0.0,0.0,0.0,0.0
677,2025-03-29T05:00:00,35717.0,33950,1464,PAYMENT,UPI,117065.3350766565,110105.77693776051,538313.3728451533,551712.8362244132,6959.558138895984,13399.46337925992,0,1.0,0.0,0.0,0.0,0.0
153,2025-03-07T09:00:00,6846.0,34489,1664,PAYMENT,CARD,2458721.285775573,2456719.9115687646,772876.8789113576,776379.1810967415,2001.3742068083957,3502.302185383858,0,1.0,0.0,0.0,0.0,0.0
378,2025-03-16T18:00:00,30423.0,37786,5270,PAYMENT,CARD,323432.63359078864,318156.3873031996,1373636.428439534,1400965.1635449734,5276.24628758902,27328.735105439322,0,1.0,0.0,0.0,0.0,0.0
588,2025-03-25T12:00:00,187706.0,35146,7479,PAYMENT,CARD,857077.3332881582,713092.4422087288,1247525.7146402043,1373817.2954041918,143984.89107942942,126291.5807639875,0,1.0,0.0,0.0,0.0,0.0
599,2025-03-25T23:00:00,39519.0,99761,7374,DEBIT,CARD,124603.93276095159,101538.35255038764,1073265.243421189,1107788.69028796,23065.580210563945,34523.44686677097,0,0.0,0.0,0.0,1.0,0.0
629,2025-03-27T05:00:00,51175.0,80656,4069,CASH_OUT,WALLET,314016.6770789277,275364.3964618415,2341089.6436475446,2372728.8179884795,38652.28061708622,31639.17434093496,0,0.0,0.0,1.0,0.0,0.0
342,2025-03-15T06:00:00,5092.0,50916,4662,TRANSFER,UPI,517439.1843707534,514112.07969030744,941322.3687587962,945089.0845214681,3327.1046804459766,3766.715762671898,0,0.0,1.0,0.0,0.0,0.0
27,2025-03-02T03:00:00,256698.0,42175,5312,TRANSFER,NETBANKING,667574.7145356446,640837.401397453,14615.941929960683,17969.042382928044,26737.31313819159,3353.100452967361,0,0.0,1.0,0.0,0.0,0.0
287,2025-03-12T23:00:00,332530.0,73288,5107,PAYMENT,CARD,67.49992464308922,0.0,962501.7933326389,1075453.2991891105,67.49992464308922,112951.5058564716,0,1.0,0.0,0.0,0.0,0.0
646,2025-03-27T22:00:00,318760.0,64289,4653,PAYMENT,UPI,2195128.6367792147,2033432.7945082677,948192.3339302506,1193771.6480653926,161695.84227094706,245579.31413514202,0,1.0,0.0,0.0,0.0,0.0
731,2025-03-31T11:00:00,27294.0,42205,9884,TRANSFER,UPI,7704.412471507764,0.0,72179.54730505981,83206.54030240457,7704.412471507764,11026.992997344758,0,0.0,1.0,0.0,0.0,0.0
168,2025-03-08T00:00:00,467231.0,67607,8013,PAYMENT,UPI,1485825.5138853632,1388966.703325789,558143.9416856593,727677.180581125,96858.81055957428,169533.23889546562,0,1.0,0.0,0.0,0.0,0.0
